repeat,case_id,family_id,active_branch_id,active_branch_name,question_mode,condition,question,answer,prompt_tokens,response_tokens,prompt_chars,latency_ms,correct,polluted,expected_hits,forbidden_hits,active_branch_position,active_history_messages
1,phoenix_q01,phoenix,phoenix_b1,Phoenix Desktop,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,SQLite，David,497,378,885,4367.66,True,False,SQLite | David,,3,35
1,phoenix_q02,phoenix,phoenix_b2,Phoenix Mobile,explicit,linear,Phoenix Mobile 当前最终采用什么后端框架和缓存？,后端框架：Go Gin，缓存：无缓存,4529,1273,8225,18304.24,True,False,Go Gin | 无缓存,,4,33
1,phoenix_q02,phoenix,phoenix_b2,Phoenix Mobile,explicit,linear_tagged,Phoenix Mobile 当前最终采用什么后端框架和缓存？,后端框架：Go Gin，缓存：无缓存,4586,1446,8350,20577.06,True,False,Go Gin | 无缓存,,4,33
1,phoenix_q02,phoenix,phoenix_b2,Phoenix Mobile,explicit,branch,Phoenix Mobile 当前最终采用什么后端框架和缓存？,后端框架：Go Gin，缓存：无缓存,975,1756,1728,20345.18,True,False,Go Gin | 无缓存,,4,33
1,phoenix_q02,phoenix,phoenix_b2,Phoenix Mobile,explicit,branch_compact_oracle,Phoenix Mobile 当前最终采用什么后端框架和缓存？,Go Gin 和无缓存,515,1635,886,18488.73,True,False,Go Gin | 无缓存,,4,33
1,phoenix_q03,phoenix,phoenix_b3,Phoenix Console,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,"Azure eastasia, 8300",4528,1953,8216,27051.0,False,True,,Azure eastasia | 8300,0,46
1,phoenix_q03,phoenix,phoenix_b3,Phoenix Console,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,"Azure eastasia, 8300",4585,1337,8344,19472.84,False,True,,Azure eastasia | 8300,0,46
1,phoenix_q03,phoenix,phoenix_b3,Phoenix Console,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,"AWS ap-southeast-1, 8100",1232,1686,2273,20272.12,True,False,AWS ap-southeast-1 | 8100,,0,46
1,phoenix_q03,phoenix,phoenix_b3,Phoenix Console,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,"AWS ap-southeast-1, 8100",503,1371,884,15853.74,True,False,AWS ap-southeast-1 | 8100,,0,46
1,phoenix_q04,phoenix,phoenix_b4,Phoenix Cloud,explicit,linear,Phoenix Cloud 的最终发布日期是什么时候，负责人是谁？,9月15日，Bob,4527,1202,8227,17239.37,True,False,9月15日 | Bob,,1,46
1,phoenix_q04,phoenix,phoenix_b4,Phoenix Cloud,explicit,linear_tagged,Phoenix Cloud 的最终发布日期是什么时候，负责人是谁？,Phoenix Cloud 的最终发布日期是 9月15日，负责人是 Bob。,4584,776,8349,11818.25,True,False,9月15日 | Bob,,1,46
1,phoenix_q04,phoenix,phoenix_b4,Phoenix Cloud,explicit,branch,Phoenix Cloud 的最终发布日期是什么时候，负责人是谁？,9月15日，Bob,1224,1429,2179,16787.58,True,False,9月15日 | Bob,,1,46
1,phoenix_q04,phoenix,phoenix_b4,Phoenix Cloud,explicit,branch_compact_oracle,Phoenix Cloud 的最终发布日期是什么时候，负责人是谁？,9月15日，Bob,500,896,866,10041.03,True,False,9月15日 | Bob,,1,46
1,phoenix_q05,phoenix,phoenix_b5,Phoenix Labs,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,149美元/月，2TB存储,4527,729,8219,10940.89,False,True,,149美元/月 | 2TB,2,42
1,phoenix_q05,phoenix,phoenix_b5,Phoenix Labs,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,79美元/月，500GB存储,4584,600,8338,9399.8,True,False,79美元/月 | 500GB,,2,42
1,phoenix_q05,phoenix,phoenix_b5,Phoenix Labs,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,79美元/月，500GB存储,1156,568,1982,7292.5,True,False,79美元/月 | 500GB,,2,42
1,phoenix_q05,phoenix,phoenix_b5,Phoenix Labs,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,79美元/月，500GB,493,769,822,8368.45,True,False,79美元/月 | 500GB,,2,42
1,phoenix_q06,phoenix,phoenix_b1,Phoenix Desktop,explicit,linear,Phoenix Desktop 的本地模型和 temperature 最终分别是什么？,本地模型：Phi-4 Mini，temperature：0.7,4527,1458,8237,20003.58,True,False,Phi-4 Mini | 0.7,,3,35
1,phoenix_q06,phoenix,phoenix_b1,Phoenix Desktop,explicit,linear_tagged,Phoenix Desktop 的本地模型和 temperature 最终分别是什么？,本地模型：Phi-4 Mini，temperature：0.7,4584,2208,8365,31551.8,True,False,Phi-4 Mini | 0.7,,3,35
1,phoenix_q06,phoenix,phoenix_b1,Phoenix Desktop,explicit,branch,Phoenix Desktop 的本地模型和 temperature 最终分别是什么？,本地模型：Phi-4 Mini；temperature：0.7,996,1821,1856,21694.19,True,False,Phi-4 Mini | 0.7,,3,35
1,phoenix_q06,phoenix,phoenix_b1,Phoenix Desktop,explicit,branch_compact_oracle,Phoenix Desktop 的本地模型和 temperature 最终分别是什么？,Phi-4 Mini and 0.7,498,1372,906,15102.9,True,False,Phi-4 Mini | 0.7,,3,35
1,phoenix_q07,phoenix,phoenix_b2,Phoenix Mobile,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,CockroachDB 和 Go Gin,4526,1377,8215,19898.9,True,False,CockroachDB | Go Gin,,4,33
1,phoenix_q07,phoenix,phoenix_b2,Phoenix Mobile,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,数据库：CockroachDB，后端框架：Go Gin,4583,1341,8340,19036.64,True,False,CockroachDB | Go Gin,,4,33
1,phoenix_q07,phoenix,phoenix_b2,Phoenix Mobile,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,CockroachDB 和 Go Gin,972,1666,1718,19612.32,True,False,CockroachDB | Go Gin,,4,33
1,phoenix_q07,phoenix,phoenix_b2,Phoenix Mobile,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,数据库：CockroachDB，后端框架：Go Gin,512,631,876,7104.76,True,False,CockroachDB | Go Gin,,4,33
1,phoenix_q08,phoenix,phoenix_b3,Phoenix Console,explicit,linear,Phoenix Console 部署在哪个区域，生产数据库是什么？,"AWS ap-southeast-1, PostgreSQL 16",4529,1782,8227,24468.46,True,False,AWS ap-southeast-1 | PostgreSQL 16,,0,46
1,phoenix_q08,phoenix,phoenix_b3,Phoenix Console,explicit,linear_tagged,Phoenix Console 部署在哪个区域，生产数据库是什么？,部署区域：AWS ap-southeast-1；生产数据库：PostgreSQL 16,4586,399,8355,7138.52,True,False,AWS ap-southeast-1 | PostgreSQL 16,,0,46
1,phoenix_q08,phoenix,phoenix_b3,Phoenix Console,explicit,branch,Phoenix Console 部署在哪个区域，生产数据库是什么？,"部署区域：AWS ap-southeast-1  
生产数据库：PostgreSQL 16",1233,997,2284,11954.54,True,False,AWS ap-southeast-1 | PostgreSQL 16,,0,46
1,phoenix_q08,phoenix,phoenix_b3,Phoenix Console,explicit,branch_compact_oracle,Phoenix Console 部署在哪个区域，生产数据库是什么？,AWS ap-southeast-1；PostgreSQL 16,504,1940,895,21812.73,True,False,AWS ap-southeast-1 | PostgreSQL 16,,0,46
1,phoenix_q09,phoenix,phoenix_b4,Phoenix Cloud,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,最终发布日期：8月30日，服务端口：8100,4527,587,8217,8839.33,False,True,,8月30日 | 8100,1,46
1,phoenix_q09,phoenix,phoenix_b4,Phoenix Cloud,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,8月30日，8100,4584,1941,8339,27088.68,False,True,,8月30日 | 8100,1,46
1,phoenix_q09,phoenix,phoenix_b4,Phoenix Cloud,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,当前版本发布日期为9月15日，服务端口为8200。,1224,638,2169,7845.04,True,False,9月15日 | 8200,,1,46
1,phoenix_q09,phoenix,phoenix_b4,Phoenix Cloud,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,最终发布日期：9月15日，服务端口：8200,500,665,856,7310.21,True,False,9月15日 | 8200,,1,46
1,phoenix_q10,phoenix,phoenix_b5,Phoenix Labs,explicit,linear,Phoenix Labs 当前选用什么本地模型，Pro 存储是多少？,Gemma 3 4B，500GB,4530,1498,8228,20648.32,True,False,Gemma 3 4B | 500GB,,2,42
1,phoenix_q10,phoenix,phoenix_b5,Phoenix Labs,explicit,linear_tagged,Phoenix Labs 当前选用什么本地模型，Pro 存储是多少？,"Gemma 3 4B, 500GB",4587,2873,8347,40827.83,True,False,Gemma 3 4B | 500GB,,2,42
1,phoenix_q10,phoenix,phoenix_b5,Phoenix Labs,explicit,branch,Phoenix Labs 当前选用什么本地模型，Pro 存储是多少？,Gemma 3 4B，500GB,1159,2374,1991,28543.38,True,False,Gemma 3 4B | 500GB,,2,42
1,phoenix_q10,phoenix,phoenix_b5,Phoenix Labs,explicit,branch_compact_oracle,Phoenix Labs 当前选用什么本地模型，Pro 存储是多少？,"Gemma 3 4B, 500GB",496,1094,831,12205.8,True,False,Gemma 3 4B | 500GB,,2,42
1,orbit_q01,orbit,orbit_b1,Orbit CRM,implicit,linear,当前这个项目最终使用什么数据库，负责人是谁？,CockroachDB 和 Eve,4589,1954,7739,27022.84,True,False,CockroachDB | Eve,,4,38
1,orbit_q01,orbit,orbit_b1,Orbit CRM,implicit,linear_tagged,当前这个项目最终使用什么数据库，负责人是谁？,"CockroachDB, Eve",4647,1443,7849,20540.28,True,False,CockroachDB | Eve,,4,38
1,orbit_q01,orbit,orbit_b1,Orbit CRM,implicit,branch,当前这个项目最终使用什么数据库，负责人是谁？,"CockroachDB, Eve",1099,1789,1718,21498.96,True,False,CockroachDB | Eve,,4,38
1,orbit_q01,orbit,orbit_b1,Orbit CRM,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,CockroachDB 和 Eve,509,551,801,6926.45,True,False,CockroachDB | Eve,,4,38
1,orbit_q02,orbit,orbit_b2,Orbit Billing,explicit,linear,Orbit Billing 当前最终采用什么后端框架和缓存？,FastAPI 和 Redis,4593,1908,7747,26917.33,True,False,FastAPI | Redis,,0,48
1,orbit_q02,orbit,orbit_b2,Orbit Billing,explicit,linear_tagged,Orbit Billing 当前最终采用什么后端框架和缓存？,后端框架：FastAPI，缓存：Redis,4651,496,7869,8363.2,True,False,FastAPI | Redis,,0,48
1,orbit_q02,orbit,orbit_b2,Orbit Billing,explicit,branch,Orbit Billing 当前最终采用什么后端框架和缓存？,后端框架：FastAPI，缓存：Redis,1315,1482,2243,17347.35,True,False,FastAPI | Redis,,0,48
1,orbit_q02,orbit,orbit_b2,Orbit Billing,explicit,branch_compact_oracle,Orbit Billing 当前最终采用什么后端框架和缓存？,FastAPI 和 Redis,510,1517,846,17323.94,True,False,FastAPI | Redis,,0,48
1,orbit_q03,orbit,orbit_b3,Orbit Support,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,"AWS ap-southeast-1, 8100",4591,906,7739,13559.65,False,True,,AWS ap-southeast-1 | 8100,1,35
1,orbit_q03,orbit,orbit_b3,Orbit Support,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,"AWS ap-southeast-1, 8100",4649,1212,7861,17434.59,False,True,,AWS ap-southeast-1 | 8100,1,35
1,orbit_q03,orbit,orbit_b3,Orbit Support,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,部署区域：GCP us-central1，服务端口：8200,1043,1102,1761,12811.52,True,False,GCP us-central1 | 8200,,1,35
1,orbit_q03,orbit,orbit_b3,Orbit Support,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,GCP us-central1，8200,522,1827,862,20140.51,True,False,GCP us-central1 | 8200,,1,35
1,orbit_q04,orbit,orbit_b4,Orbit Growth,explicit,linear,Orbit Growth 的最终发布日期是什么时候，负责人是谁？,10月8日，Carol,4591,1073,7749,15159.57,True,False,10月8日 | Carol,,2,44
1,orbit_q04,orbit,orbit_b4,Orbit Growth,explicit,linear_tagged,Orbit Growth 的最终发布日期是什么时候，负责人是谁？,10月8日，Carol,4649,1050,7868,15192.3,True,False,10月8日 | Carol,,2,44
1,orbit_q04,orbit,orbit_b4,Orbit Growth,explicit,branch,Orbit Growth 的最终发布日期是什么时候，负责人是谁？,10月8日，Carol,1223,917,2068,11287.76,True,False,10月8日 | Carol,,2,44
1,orbit_q04,orbit,orbit_b4,Orbit Growth,explicit,branch_compact_oracle,Orbit Growth 的最终发布日期是什么时候，负责人是谁？,10月8日，Carol,502,1095,838,11904.25,True,False,10月8日 | Carol,,2,44
1,orbit_q05,orbit,orbit_b5,Orbit Insights,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,49美元/月，200GB,4590,605,7742,9183.34,False,True,,49美元/月 | 200GB,3,32
1,orbit_q05,orbit,orbit_b5,Orbit Insights,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,Orbit Support 的 Pro 方案价格为 49美元/月，包含 200GB 存储。,4648,716,7867,11205.76,False,True,,49美元/月 | 200GB,3,32
1,orbit_q05,orbit,orbit_b5,Orbit Insights,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,99美元/月，1TB存储,976,987,1688,11430.02,True,False,99美元/月 | 1TB,,3,32
1,orbit_q05,orbit,orbit_b5,Orbit Insights,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,99美元/月，1TB,521,1180,887,13070.85,True,False,99美元/月 | 1TB,,3,32
1,orbit_q06,orbit,orbit_b1,Orbit CRM,explicit,linear,Orbit CRM 的本地模型和 temperature 最终分别是什么？,本地模型：Qwen3 4B，temperature：1.0,4591,542,7754,8498.88,True,False,Qwen3 4B | 1.0,,4,38
1,orbit_q06,orbit,orbit_b1,Orbit CRM,explicit,linear_tagged,Orbit CRM 的本地模型和 temperature 最终分别是什么？,Qwen3 4B 和 1.0,4649,686,7864,10545.89,True,False,Qwen3 4B | 1.0,,4,38
1,orbit_q06,orbit,orbit_b1,Orbit CRM,explicit,branch,Orbit CRM 的本地模型和 temperature 最终分别是什么？,Qwen3 4B 和 1.0,1101,1494,1733,17413.42,True,False,Qwen3 4B | 1.0,,4,38
1,orbit_q06,orbit,orbit_b1,Orbit CRM,explicit,branch_compact_oracle,Orbit CRM 的本地模型和 temperature 最终分别是什么？,本地模型：Qwen3 4B，temperature：1.0,511,528,816,6231.25,True,False,Qwen3 4B | 1.0,,4,38
1,orbit_q07,orbit,orbit_b2,Orbit Billing,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,SQLite 和 Spring Boot,4589,1124,7738,15734.31,False,True,,SQLite | Spring Boot,0,48
1,orbit_q07,orbit,orbit_b2,Orbit Billing,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,数据库：SQLite，后端框架：Spring Boot,4647,975,7860,15111.5,False,True,,SQLite | Spring Boot,0,48
1,orbit_q07,orbit,orbit_b2,Orbit Billing,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,数据库：PostgreSQL 16，后端框架：FastAPI,1311,734,2234,8622.91,True,False,PostgreSQL 16 | FastAPI,,0,48
1,orbit_q07,orbit,orbit_b2,Orbit Billing,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,"数据库：PostgreSQL 16  
后端框架：FastAPI",506,447,837,5104.81,True,False,PostgreSQL 16 | FastAPI,,0,48
1,orbit_q08,orbit,orbit_b3,Orbit Support,explicit,linear,Orbit Support 部署在哪个区域，生产数据库是什么？,Orbit Support 部署在 GCP us-central1，生产数据库是 MongoDB 7。,4593,936,7748,13511.16,True,False,GCP us-central1 | MongoDB 7,,1,35
1,orbit_q08,orbit,orbit_b3,Orbit Support,explicit,linear_tagged,Orbit Support 部署在哪个区域，生产数据库是什么？,GCP us-central1 和 MongoDB 7,4651,1608,7870,22767.63,True,False,GCP us-central1 | MongoDB 7,,1,35
1,orbit_q08,orbit,orbit_b3,Orbit Support,explicit,branch,Orbit Support 部署在哪个区域，生产数据库是什么？,部署在 GCP us-central1，生产数据库是 MongoDB 7。,1045,1065,1770,12693.17,True,False,GCP us-central1 | MongoDB 7,,1,35
1,orbit_q08,orbit,orbit_b3,Orbit Support,explicit,branch_compact_oracle,Orbit Support 部署在哪个区域，生产数据库是什么？,"部署区域：GCP us-central1  
生产数据库：MongoDB 7",524,807,871,8997.21,True,False,GCP us-central1 | MongoDB 7,,1,35
1,orbit_q09,orbit,orbit_b4,Orbit Growth,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,发布日期：8月30日，服务端口：8100,4590,574,7740,8596.48,False,True,,8月30日 | 8100,2,44
1,orbit_q09,orbit,orbit_b4,Orbit Growth,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,10月8日 和 8300,4648,1647,7859,23731.6,True,False,10月8日 | 8300,,2,44
1,orbit_q09,orbit,orbit_b4,Orbit Growth,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,10月8日，8300,1222,1688,2059,20622.84,True,False,10月8日 | 8300,,2,44
1,orbit_q09,orbit,orbit_b4,Orbit Growth,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,10月8日 和 8300,501,1539,829,17162.06,True,False,10月8日 | 8300,,2,44
1,orbit_q10,orbit,orbit_b5,Orbit Insights,explicit,linear,Orbit Insights 当前选用什么本地模型，Pro 存储是多少？,"Phi-4 Mini, 1TB",4594,661,7753,10124.15,True,False,Phi-4 Mini | 1TB,,3,32
1,orbit_q10,orbit,orbit_b5,Orbit Insights,explicit,linear_tagged,Orbit Insights 当前选用什么本地模型，Pro 存储是多少？,本地模型：Phi-4 Mini，Pro 存储：1TB,4652,923,7878,13846.79,True,False,Phi-4 Mini | 1TB,,3,32
1,orbit_q10,orbit,orbit_b5,Orbit Insights,explicit,branch,Orbit Insights 当前选用什么本地模型，Pro 存储是多少？,"Phi-4 Mini, 1TB",980,1577,1699,18153.29,True,False,Phi-4 Mini | 1TB,,3,32
1,orbit_q10,orbit,orbit_b5,Orbit Insights,explicit,branch_compact_oracle,Orbit Insights 当前选用什么本地模型，Pro 存储是多少？,"Phi-4 Mini, 1TB",525,2488,898,27829.13,True,False,Phi-4 Mini | 1TB,,3,32
1,aurora_q01,aurora,aurora_b1,Aurora Web,implicit,linear,当前这个项目最终使用什么数据库，负责人是谁？,数据库：MySQL 8，负责人：Carol,4594,1506,7436,20951.21,False,True,,MySQL 8 | Carol,0,32
1,aurora_q01,aurora,aurora_b1,Aurora Web,implicit,linear_tagged,当前这个项目最终使用什么数据库，负责人是谁？,MySQL 8；Carol,4653,1845,7549,25707.67,False,True,,MySQL 8 | Carol,0,32
1,aurora_q01,aurora,aurora_b1,Aurora Web,implicit,branch,当前这个项目最终使用什么数据库，负责人是谁？,数据库：PostgreSQL 16，负责人：Alice,997,1521,1565,17693.59,True,False,PostgreSQL 16 | Alice,,0,32
1,aurora_q01,aurora,aurora_b1,Aurora Web,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,数据库：PostgreSQL 16，负责人：Alice,522,519,825,5857.75,True,False,PostgreSQL 16 | Alice,,0,32
1,aurora_q02,aurora,aurora_b2,Aurora Mobile,explicit,linear,Aurora Mobile 当前最终采用什么后端框架和缓存？,后端框架：Express，缓存：Memcached,4599,1512,7444,21783.35,True,False,Express | Memcached,,1,34
1,aurora_q02,aurora,aurora_b2,Aurora Mobile,explicit,linear_tagged,Aurora Mobile 当前最终采用什么后端框架和缓存？,后端框架：Express，缓存：Memcached,4658,1619,7566,23062.18,True,False,Express | Memcached,,1,34
1,aurora_q02,aurora,aurora_b2,Aurora Mobile,explicit,branch,Aurora Mobile 当前最终采用什么后端框架和缓存？,后端框架：Express，缓存：Memcached,1044,829,1742,9932.97,True,False,Express | Memcached,,1,34
1,aurora_q02,aurora,aurora_b2,Aurora Mobile,explicit,branch_compact_oracle,Aurora Mobile 当前最终采用什么后端框架和缓存？,Express 和 Memcached,535,1395,894,15631.09,True,False,Express | Memcached,,1,34
1,aurora_q03,aurora,aurora_b3,Aurora Engine,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,AWS eu-west-1，9200,4596,1017,7436,14458.9,False,True,,AWS eu-west-1 | 9200,2,39
1,aurora_q03,aurora,aurora_b3,Aurora Engine,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,"Azure eastasia, 8300",4655,1997,7558,27973.62,True,False,Azure eastasia | 8300,,2,39
1,aurora_q03,aurora,aurora_b3,Aurora Engine,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,部署区域：Azure eastasia，服务端口：8300,1155,1093,1906,13131.24,True,False,Azure eastasia | 8300,,2,39
1,aurora_q03,aurora,aurora_b3,Aurora Engine,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,"部署区域：Azure eastasia  
服务端口：8300",512,403,835,4696.04,True,False,Azure eastasia | 8300,,2,39
1,aurora_q04,aurora,aurora_b4,Aurora Studio,explicit,linear,Aurora Studio 的最终发布日期是什么时候，负责人是谁？,11月12日，David,4597,1359,7447,18824.13,True,False,11月12日 | David,,3,43
1,aurora_q04,aurora,aurora_b4,Aurora Studio,explicit,linear_tagged,Aurora Studio 的最终发布日期是什么时候，负责人是谁？,Aurora Studio 的最终发布日期是 11月12日，负责人是 David。,4656,574,7569,9344.82,True,False,11月12日 | David,,3,43
1,aurora_q04,aurora,aurora_b4,Aurora Studio,explicit,branch,Aurora Studio 的最终发布日期是什么时候，负责人是谁？,11月12日，David,1238,1053,2058,12495.92,True,False,11月12日 | David,,3,43
1,aurora_q04,aurora,aurora_b4,Aurora Studio,explicit,branch_compact_oracle,Aurora Studio 的最终发布日期是什么时候，负责人是谁？,最终发布日期：11月12日，负责人：David,507,889,850,9784.41,True,False,11月12日 | David,,3,43
1,aurora_q05,aurora,aurora_b5,Aurora Hub,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,149美元/月，2TB存储,4595,917,7439,13231.75,True,False,149美元/月 | 2TB,,4,43
1,aurora_q05,aurora,aurora_b5,Aurora Hub,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,149美元/月，2TB存储,4654,610,7552,9765.45,True,False,149美元/月 | 2TB,,4,43
1,aurora_q05,aurora,aurora_b5,Aurora Hub,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,149美元/月，2TB,1238,1380,1907,16078.94,True,False,149美元/月 | 2TB,,4,43
1,aurora_q05,aurora,aurora_b5,Aurora Hub,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,149美元/月，2TB,513,830,808,9114.99,True,False,149美元/月 | 2TB,,4,43
1,aurora_q06,aurora,aurora_b1,Aurora Web,explicit,linear,Aurora Web 的本地模型和 temperature 最终分别是什么？,本地模型：Qwen3 1.7B，temperature：0,4597,1324,7452,18458.63,True,False,Qwen3 1.7B | 0,,0,32
1,aurora_q06,aurora,aurora_b1,Aurora Web,explicit,linear_tagged,Aurora Web 的本地模型和 temperature 最终分别是什么？,Qwen3 1.7B 和 0,4656,1674,7565,23444.78,True,False,Qwen3 1.7B | 0,,0,32
1,aurora_q06,aurora,aurora_b1,Aurora Web,explicit,branch,Aurora Web 的本地模型和 temperature 最终分别是什么？,本地模型：Qwen3 1.7B，temperature：0,1000,1667,1581,19094.69,True,False,Qwen3 1.7B | 0,,0,32
1,aurora_q06,aurora,aurora_b1,Aurora Web,explicit,branch_compact_oracle,Aurora Web 的本地模型和 temperature 最终分别是什么？,Qwen3 1.7B 和 0,525,1784,841,19952.01,True,False,Qwen3 1.7B | 0,,0,32
1,aurora_q07,aurora,aurora_b2,Aurora Mobile,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,数据库：PostgreSQL 16，后端框架：FastAPI,4594,1676,7435,23274.87,False,True,,PostgreSQL 16 | FastAPI,1,34
1,aurora_q07,aurora,aurora_b2,Aurora Mobile,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,PostgreSQL 16 和 FastAPI,4653,1846,7557,26040.64,False,True,,PostgreSQL 16 | FastAPI,1,34
1,aurora_q07,aurora,aurora_b2,Aurora Mobile,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,数据库：MongoDB 7，后端框架：Express,1039,2061,1733,24109.01,True,False,MongoDB 7 | Express,,1,34
1,aurora_q07,aurora,aurora_b2,Aurora Mobile,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,"数据库：MongoDB 7  
后端框架：Express",530,324,885,3678.13,True,False,MongoDB 7 | Express,,1,34
1,aurora_q08,aurora,aurora_b3,Aurora Engine,explicit,linear,Aurora Engine 部署在哪个区域，生产数据库是什么？,Azure eastasia 和 MySQL 8,4599,2595,7445,37303.22,True,False,Azure eastasia | MySQL 8,,2,39
1,aurora_q08,aurora,aurora_b3,Aurora Engine,explicit,linear_tagged,Aurora Engine 部署在哪个区域，生产数据库是什么？,"Azure eastasia, MySQL 8",4658,2397,7567,33657.83,True,False,Azure eastasia | MySQL 8,,2,39
1,aurora_q08,aurora,aurora_b3,Aurora Engine,explicit,branch,Aurora Engine 部署在哪个区域，生产数据库是什么？,部署区域：Azure eastasia；生产数据库：MySQL 8,1158,1411,1915,16644.99,True,False,Azure eastasia | MySQL 8,,2,39
1,aurora_q08,aurora,aurora_b3,Aurora Engine,explicit,branch_compact_oracle,Aurora Engine 部署在哪个区域，生产数据库是什么？,"Azure eastasia, MySQL 8",515,1461,844,16300.73,True,False,Azure eastasia | MySQL 8,,2,39
1,aurora_q09,aurora,aurora_b4,Aurora Studio,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,最终发布日期：8月30日，服务端口：8100,4595,859,7437,12433.1,False,True,,8月30日 | 8100,3,43
1,aurora_q09,aurora,aurora_b4,Aurora Studio,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,"8月30日, 8100",4654,1732,7559,24734.83,False,True,,8月30日 | 8100,3,43
1,aurora_q09,aurora,aurora_b4,Aurora Studio,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,"11月12日, 9200",1236,2050,2048,23951.14,True,False,11月12日 | 9200,,3,43
1,aurora_q09,aurora,aurora_b4,Aurora Studio,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,11月12日 和 9200,505,1284,840,14059.11,True,False,11月12日 | 9200,,3,43
1,aurora_q10,aurora,aurora_b5,Aurora Hub,explicit,linear,Aurora Hub 当前选用什么本地模型，Pro 存储是多少？,Qwen3 4B，2TB,4600,2014,7446,27318.63,True,False,Qwen3 4B | 2TB,,4,43
1,aurora_q10,aurora,aurora_b5,Aurora Hub,explicit,linear_tagged,Aurora Hub 当前选用什么本地模型，Pro 存储是多少？,本地模型：Qwen3 4B，Pro 存储：2TB,4659,2552,7559,35672.69,True,False,Qwen3 4B | 2TB,,4,43
1,aurora_q10,aurora,aurora_b5,Aurora Hub,explicit,branch,Aurora Hub 当前选用什么本地模型，Pro 存储是多少？,Qwen3 4B 和 2TB,1243,1778,1914,20914.63,True,False,Qwen3 4B | 2TB,,4,43
1,aurora_q10,aurora,aurora_b5,Aurora Hub,explicit,branch_compact_oracle,Aurora Hub 当前选用什么本地模型，Pro 存储是多少？,"Qwen3 4B, 2TB",518,682,815,7678.36,True,False,Qwen3 4B | 2TB,,4,43
1,vector_q01,vector,vector_b1,Vector Search,implicit,linear,当前这个项目最终使用什么数据库，负责人是谁？,数据库：CockroachDB，负责人：Eve,3961,697,6960,9989.94,False,True,,CockroachDB | Eve,1,44
